name	contig	type	start	stop	strand	legend
cptB	IR3_k97_147376	MAG90	1742	2014	+	MAG90_gene0440
nadB	IR3_k97_147376	MAG90	4103	2487	-	MAG90_gene0442
rpoE	IR3_k97_147376	MAG90	4263	4844	+	MAG90_gene0443
rseA	IR3_k97_147376	MAG90	4866	5480	+	MAG90_gene0444
rseB	IR3_k97_147376	MAG90	5488	6597	+	MAG90_gene0445
rseC	IR3_k97_147376	MAG90	6625	7071	+	MAG90_gene0446
lepA	IR3_k97_147376	MAG90	7207	9024	+	MAG90_gene0447
lepB	IR3_k97_147376	MAG90	9079	9972	+	MAG90_gene0448
rnc	IR3_k97_147376	MAG90	9969	10676	+	MAG90_gene0449
era	IR3_k97_147376	MAG90	10673	11608	+	MAG90_gene0450
recO	IR3_k97_147376	MAG90	11611	12342	+	MAG90_gene0451
pdxJ	IR3_k97_147376	MAG90	12339	13064	+	MAG90_gene0452
acpS	IR3_k97_147376	MAG90	13070	13450	+	MAG90_gene0453
relA	IR3_k97_147376	MAG90	13551	15740	+	MAG90_gene0454
mazG	IR3_k97_147376	MAG90	15790	16647	+	MAG90_gene0455
pyrG	IR3_k97_147376	MAG90	16736	18406	+	MAG90_gene0456
eno	IR3_k97_147376	MAG90	18418	19707	+	MAG90_gene0457
ftsB	IR3_k97_147376	MAG90	20394	20687	+	MAG90_gene0459
ispD	IR3_k97_147376	MAG90	20684	21388	+	MAG90_gene0460
ispF	IR3_k97_147376	MAG90	21446	21928	+	MAG90_gene0461
truD	IR3_k97_147376	MAG90	21925	23049	+	MAG90_gene0462
surE	IR3_k97_147376	MAG90	23055	23810	+	MAG90_gene0463
pcm	IR3_k97_147376	MAG90	23807	24448	+	MAG90_gene0464
-	IR3_k97_147376	MAG90	24445	25023	+	MAG90_gene0465
nlpD	IR3_k97_147376	MAG90	25046	26068	+	MAG90_gene0466
rpoS	IR3_k97_147376	MAG90	26098	27075	+	MAG90_gene0467
mutS	IR3_k97_147376	MAG90	29688	27094	-	MAG90_gene0468
pncC	IR3_k97_147376	MAG90	29913	30413	+	MAG90_gene0469
recA	IR3_k97_147376	MAG90	30552	31598	+	MAG90_gene0470
-	IR3_k97_147376	MAG90	31777	33666	+	MAG90_gene0471
-	IR3_k97_147376	MAG90	33653	34654	+	MAG90_gene0472
-	IR3_k97_147376	MAG90	36358	34802	-	MAG90_gene0473
sapF	IR3_k97_147376	MAG90	37349	36576	-	MAG90_gene0474
sapD	IR3_k97_147376	MAG90	38337	37351	-	MAG90_gene0475
sapC	IR3_k97_147376	MAG90	39233	38340	-	MAG90_gene0476
sapB	IR3_k97_147376	MAG90	40248	39220	-	MAG90_gene0477
sapA	IR3_k97_147376	MAG90	41888	40245	-	MAG90_gene0478
pspF	IR3_k97_147376	MAG90	43017	41875	-	MAG90_gene0479
pspA	IR3_k97_147376	MAG90	43299	43982	+	MAG90_gene0480
pspB	IR3_k97_147376	MAG90	44076	44369	+	MAG90_gene0481
pspC	IR3_k97_147376	MAG90	44380	44844	+	MAG90_gene0482
-	IR3_k97_147376	MAG90	45068	46303	+	MAG90_gene0483
phhA	IR3_k97_147376	MAG90	46300	47097	+	MAG90_gene0484
phhB	IR3_k97_147376	MAG90	47135	47479	+	MAG90_gene0485
tyrR	IR3_k97_147376	MAG90	47639	49189	+	MAG90_gene0486
hppD	IR3_k97_147376	MAG90	49542	50615	+	MAG90_gene0487
hmgA	IR3_k97_147376	MAG90	50608	51741	+	MAG90_gene0488
faaH	IR3_k97_147376	MAG90	51741	52766	+	MAG90_gene0489
maiA	IR3_k97_147376	MAG90	52763	53428	+	MAG90_gene0490
-	IR3_k97_147376	MAG90	53662	56163	+	MAG90_gene0491
-	IR3_k97_147376	MAG90	57122	56541	-	MAG90_gene0493
ggt	IR3_k97_147376	MAG90	57207	58997	+	MAG90_gene0494
hinT	IR3_k97_147376	MAG90	58990	59370	+	MAG90_gene0495
rlmI	IR3_k97_147376	MAG90	60683	59493	-	MAG90_gene0496
metG	IR3_k97_147376	MAG90	62743	60683	-	MAG90_gene0497
mrp	IR3_k97_147376	MAG90	62955	63992	+	MAG90_gene0498
dcd	IR3_k97_147376	MAG90	64063	64644	+	MAG90_gene0499
cheBR	IR3_k97_147376	MAG90	64690	66594	+	MAG90_gene0500
-	IR3_k97_147376	MAG90	68672	66645	-	MAG90_gene0501
-	IR3_k97_147376	MAG90	71373	68686	-	MAG90_gene0502
-	IR3_k97_147376	MAG90	72326	71376	-	MAG90_gene0503
kdtA	IR3_k97_147376	MAG90	72476	73798	+	MAG90_gene0504
kdkA	IR3_k97_147376	MAG90	73791	74588	+	MAG90_gene0505
-	IR3_k97_147376	MAG90	74566	75135	+	MAG90_gene0506
pepO	IR3_k97_147376	MAG90	75763	77853	+	MAG90_gene0508
ltaE	IR3_k97_147376	MAG90	77914	78948	+	MAG90_gene0509
-	IR3_k97_147376	MAG90	79046	81025	+	MAG90_gene0510
-	IR3_k97_147376	MAG90	82864	81266	-	MAG90_gene0512
-	IR3_k97_147376	MAG90	83131	82904	-	MAG90_gene0513
ndpA	IR3_k97_147376	MAG90	83210	84271	+	MAG90_gene0514
cspA	IR3_k97_147376	MAG90	84575	84354	-	MAG90_gene0515
clpS	IR3_k97_147376	MAG90	84862	85179	+	MAG90_gene0516
clpA	IR3_k97_147376	MAG90	85202	87460	+	MAG90_gene0517
infA	IR3_k97_147376	MAG90	87795	87577	-	MAG90_gene0518
aat	IR3_k97_147376	MAG90	88602	87862	-	MAG90_gene0519
trxB	IR3_k97_147376	MAG90	89605	88646	-	MAG90_gene0520
ald	IR3_k97_147376	MAG90	90888	89761	-	MAG90_gene0521
lrp	IR3_k97_147376	MAG90	91082	91564	+	MAG90_gene0522
ftsK	IR3_k97_147376	MAG90	91646	94210	+	MAG90_gene0523
lolA	IR3_k97_147376	MAG90	94210	94872	+	MAG90_gene0524
ycaJ	IR3_k97_147376	MAG90	94902	96206	+	MAG90_gene0525
crcB	IR3_k97_147376	MAG90	96291	96683	+	MAG90_gene0526
crcB	IR3_k97_147376	MAG90	96646	97131	+	MAG90_gene0527
serS	IR3_k97_147376	MAG90	97150	98442	+	MAG90_gene0528
tusE	IR3_k97_147376	MAG90	98840	98511	-	MAG90_gene0529
tusC	IR3_k97_147376	MAG90	99196	98828	-	MAG90_gene0530
tusD	IR3_k97_147376	MAG90	99623	99210	-	MAG90_gene0531
yccA	IR3_k97_147376	MAG90	100385	99723	-	MAG90_gene0532
ccpN	IR3_k97_147376	MAG90	101287	101874	+	MAG90_gene0535
uvrY	IR3_k97_147376	MAG90	102133	102798	+	MAG90_gene0536
uvrC	IR3_k97_147376	MAG90	102884	104716	+	MAG90_gene0537
pgsA	IR3_k97_147376	MAG90	104768	105316	+	MAG90_gene0538
gcvA	IR3_k97_147376	MAG90	106705	105785	-	MAG90_gene0542
rhtC	IR3_k97_147376	MAG90	106833	107495	+	MAG90_gene0543
-	IR3_k97_147376	MAG90	107557	108435	+	MAG90_gene0544
mepM	IR3_k97_147376	MAG90	108428	109264	+	MAG90_gene0545
-	IR3_k97_147376	MAG90	111070	109292	-	MAG90_gene0546
-	IR3_k97_147376	MAG90	111254	112321	+	MAG90_gene0547
-	IR3_k97_147376	MAG90	112346	113191	+	MAG90_gene0548
pyk	IR3_k97_147376	MAG90	115627	114194	-	MAG90_gene0550
gapA	IR3_k97_147376	MAG90	115879	117327	+	MAG90_gene0551
-	IR3_k97_147376	MAG90	117432	118559	+	MAG90_gene0552
-	IR3_k97_147376	MAG90	120155	118644	-	MAG90_gene0553
-	IR3_k97_147376	MAG90	120705	121001	+	MAG90_gene0555
msrC	IR3_k97_147376	MAG90	121029	121532	+	MAG90_gene0556
proQ	IR3_k97_147376	MAG90	121826	122524	+	MAG90_gene0558
ctpA	IR3_k97_147376	MAG90	122536	124587	+	MAG90_gene0559
nhaC	IR3_k97_147376	MAG90	124776	126236	+	MAG90_gene0560
pepN	IR3_k97_147376	MAG90	126263	128962	+	MAG90_gene0561
-	IR3_k97_147376	MAG90	129092	133936	+	MAG90_gene0562
pyrD	IR3_k97_147376	MAG90	133962	134996	+	MAG90_gene0563
zapC	IR3_k97_147376	MAG90	135151	135696	+	MAG90_gene0564
clsA_B	IR3_k97_147376	MAG90	137109	135679	-	MAG90_gene0565
rlmKL	IR3_k97_147376	MAG90	137513	139672	+	MAG90_gene0567
uup	IR3_k97_147376	MAG90	139901	141820	+	MAG90_gene0569
rmf	IR3_k97_147376	MAG90	143805	143981	+	MAG90_gene0571
fabA	IR3_k97_147376	MAG90	144581	144072	-	MAG90_gene0572
lonH	IR3_k97_147376	MAG90	146722	144686	-	MAG90_gene0573
mipA	IR3_k97_147376	MAG90	146985	147809	+	MAG90_gene0574
omp31	IR3_k97_147376	MAG90	148432	147905	-	MAG90_gene0575
-	IR3_k97_147376	MAG90	149774	148839	-	MAG90_gene0576
ybbJ	IR3_k97_147376	MAG90	150300	149851	-	MAG90_gene0577
-	IR3_k97_147376	MAG90	151204	150335	-	MAG90_gene0578
sdsA1	IR3_k97_147376	MAG90	151407	151970	+	MAG90_gene0579
-	IR3_k97_147376	MAG90	152618	152061	-	MAG90_gene0580
tcyA	IR3_k97_147376	MAG90	153597	152725	-	MAG90_gene0581
ccoN	IR3_k97_147376	MAG90	154366	155802	+	MAG90_gene0583
ccoO	IR3_k97_147376	MAG90	155816	156424	+	MAG90_gene0584
ccoP	IR3_k97_147376	MAG90	156602	157549	+	MAG90_gene0586
-	IR3_k97_147376	MAG90	157617	158150	+	MAG90_gene0587
copB	IR3_k97_147376	MAG90	158220	160655	+	MAG90_gene0588
-	IR3_k97_147376	MAG90	160668	160898	+	MAG90_gene0589
-	IR3_k97_147376	MAG90	160895	161560	+	MAG90_gene0590
fnr	IR3_k97_147376	MAG90	161630	162367	+	MAG90_gene0591
uspE	IR3_k97_147376	MAG90	162482	163405	+	MAG90_gene0592
ttcA	IR3_k97_147376	MAG90	163493	164455	+	MAG90_gene0593
bax	IR3_k97_147376	MAG90	165421	164549	-	MAG90_gene0594
rluE	IR3_k97_147376	MAG90	166523	167083	+	MAG90_gene0596
mnmA	IR3_k97_147376	MAG90	167230	168357	+	MAG90_gene0597
hflD	IR3_k97_147376	MAG90	168354	168983	+	MAG90_gene0598
purB	IR3_k97_147376	MAG90	169049	170443	+	MAG90_gene0599
ycfD	IR3_k97_147376	MAG90	170461	171717	+	MAG90_gene0600
-	IR3_k97_147376	MAG90	172579	173628	+	MAG90_gene0602
ydiJ	IR3_k97_147376	MAG90	176958	173836	-	MAG90_gene0603
ppsA	IR3_k97_147376	MAG90	179354	176979	-	MAG90_gene0604
ppsR	IR3_k97_147376	MAG90	179454	180260	+	MAG90_gene0605
aroF	IR3_k97_147376	MAG90	181615	180257	-	MAG90_gene0606
-	IR3_k97_147376	MAG90	182398	181760	-	MAG90_gene0607
htpX	IR3_k97_147376	MAG90	183279	182398	-	MAG90_gene0608
pepE	IR3_k97_147376	MAG90	183426	184139	+	MAG90_gene0609
bioD	IR3_k97_147376	MAG90	184932	184204	-	MAG90_gene0610
bioC	IR3_k97_147376	MAG90	185833	185015	-	MAG90_gene0611
bioF	IR3_k97_147376	MAG90	186986	185823	-	MAG90_gene0612
bioB	IR3_k97_147376	MAG90	188052	186970	-	MAG90_gene0613
bioA	IR3_k97_147376	MAG90	188164	189453	+	MAG90_gene0614
asnS	IR3_k97_147376	MAG90	189630	191030	+	MAG90_gene0615
argHA	IR3_k97_147376	MAG90	192988	191147	-	MAG90_gene0616
argG	IR3_k97_147376	MAG90	194208	192985	-	MAG90_gene0617
argF	IR3_k97_147376	MAG90	195116	194205	-	MAG90_gene0618
argB	IR3_k97_147376	MAG90	196008	195226	-	MAG90_gene0619
argC	IR3_k97_147376	MAG90	197137	196001	-	MAG90_gene0620
-	IR3_k97_147376	MAG90	197769	197224	-	MAG90_gene0621
sppA	IR3_k97_147376	MAG90	197972	199822	+	MAG90_gene0622
ansA	IR3_k97_147376	MAG90	199823	200839	+	MAG90_gene0623
tatD	IR3_k97_147376	MAG90	201969	201181	-	MAG90_gene0624
holB	IR3_k97_147376	MAG90	202906	201986	-	MAG90_gene0625
tmk	IR3_k97_147376	MAG90	203525	202893	-	MAG90_gene0626
-	IR3_k97_147376	MAG90	204541	203522	-	MAG90_gene0627
pabC	IR3_k97_147376	MAG90	205389	204538	-	MAG90_gene0628
acpP	IR3_k97_147376	MAG90	205810	205574	-	MAG90_gene0629
fabG	IR3_k97_147376	MAG90	206684	205944	-	MAG90_gene0630
fabD	IR3_k97_147376	MAG90	207632	206706	-	MAG90_gene0631
fabH	IR3_k97_147376	MAG90	208693	207686	-	MAG90_gene0632
plsX	IR3_k97_147376	MAG90	209776	208739	-	MAG90_gene0633
rpmF	IR3_k97_147376	MAG90	209949	209782	-	MAG90_gene0634
yceD	IR3_k97_147376	MAG90	210489	209971	-	MAG90_gene0635
yceF	IR3_k97_147376	MAG90	210787	211374	+	MAG90_gene0636
gph	IR3_k97_147376	MAG90	212025	211345	-	MAG90_gene0637
rluC	IR3_k97_147376	MAG90	213080	212085	-	MAG90_gene0638
rne	IR3_k97_147376	MAG90	213686	216961	+	MAG90_gene0639
comEA	IR3_k97_147376	MAG90	217546	217136	-	MAG90_gene0640
pyrF	IR3_k97_147376	MAG90	218323	217619	-	MAG90_gene0641
lapB	IR3_k97_147376	MAG90	219481	218324	-	MAG90_gene0642
ihfB	IR3_k97_147376	MAG90	220139	219849	-	MAG90_gene0644
rpsA	IR3_k97_147376	MAG90	221857	220184	-	MAG90_gene0645
cmk	IR3_k97_147376	MAG90	222757	222032	-	MAG90_gene0646
aroA	IR3_k97_147376	MAG90	224310	222970	-	MAG90_gene0648
hisC	IR3_k97_147376	MAG90	225407	224307	-	MAG90_gene0649
serC	IR3_k97_147376	MAG90	226522	225440	-	MAG90_gene0650
gyrA	IR3_k97_147376	MAG90	229136	226512	-	MAG90_gene0651
ubiG	IR3_k97_147376	MAG90	229354	230091	+	MAG90_gene0652
mupP	IR3_k97_147376	MAG90	230125	230787	+	MAG90_gene0653
nrdA	IR3_k97_147376	MAG90	231083	233422	+	MAG90_gene0654
nrdB	IR3_k97_147376	MAG90	233431	234561	+	MAG90_gene0655
grxA	IR3_k97_147376	MAG90	234957	235220	+	MAG90_gene0656
hrpA	IR3_k97_147376	MAG90	239000	235236	-	MAG90_gene0657
ccpN	IR3_k97_147376	MAG90	239510	239094	-	MAG90_gene0658
iaaA	IR3_k97_147376	MAG90	240585	239515	-	MAG90_gene0659
sbcB	IR3_k97_147376	MAG90	240789	242228	+	MAG90_gene0660
-	IR3_k97_147376	MAG90	245290	242342	-	MAG90_gene0661
-	IR3_k97_147376	MAG90	248567	245613	-	MAG90_gene0662
-	IR3_k97_147376	MAG90	251921	248967	-	MAG90_gene0663
-	IR3_k97_147376	MAG90	254471	252105	-	MAG90_gene0664
-	IR3_k97_147376	MAG90	255644	254487	-	MAG90_gene0665
-	IR3_k97_147376	MAG90	255870	257219	+	MAG90_gene0666
garR	IR3_k97_147376	MAG90	258229	257348	-	MAG90_gene0667
smtA	IR3_k97_147376	MAG90	259198	258314	-	MAG90_gene0668
-	IR3_k97_147376	MAG90	259990	259235	-	MAG90_gene0669
cfa	IR3_k97_147376	MAG90	263405	262161	-	MAG90_gene0674
-	IR3_k97_147376	MAG90	264198	263437	-	MAG90_gene0675
-	IR3_k97_147376	MAG90	265492	264191	-	MAG90_gene0676
ydfG	IR3_k97_147376	MAG90	266319	265585	-	MAG90_gene0677
-	IR3_k97_147376	MAG90	266768	266316	-	MAG90_gene0678
phr	IR3_k97_147376	MAG90	268295	266805	-	MAG90_gene0679
-	IR3_k97_147376	MAG90	269322	268378	-	MAG90_gene0680
-	IR3_k97_147376	MAG90	269455	270075	+	MAG90_gene0681
rpoE	IR3_k97_147376	MAG90	270182	270817	+	MAG90_gene0682
chrR	IR3_k97_147376	MAG90	270810	271472	+	MAG90_gene0683
ihfA	IR3_k97_147376	MAG90	271918	271622	-	MAG90_gene0684
pheT	IR3_k97_147376	MAG90	274310	271920	-	MAG90_gene0685
pheS	IR3_k97_147376	MAG90	275313	274333	-	MAG90_gene0686
bapA	IR3_k97_147376	MAG90	282183	277426	-	MAG90_gene0689
rplT	IR3_k97_147376	MAG90	282720	282361	-	MAG90_gene0690
rpmI	IR3_k97_147376	MAG90	282934	282737	-	MAG90_gene0691
infC	IR3_k97_147376	MAG90	283571	283014	-	MAG90_gene0692
thrS	IR3_k97_147376	MAG90	285494	283578	-	MAG90_gene0693
-	IR3_k97_147376	MAG90	286615	285677	-	MAG90_gene0694
ribE	IR3_k97_147376	MAG90	287592	286969	-	MAG90_gene0696
dagK	IR3_k97_147376	MAG90	289730	288768	-	MAG90_gene0698
hsdR	IR3_k97_147376	MAG90	290804	290295	-	MAG90_gene0700
cps	IR3_k97_147376	MAG90	290989	292344	+	MAG90_gene0701
livK	IR3_k97_147376	MAG90	293622	292438	-	MAG90_gene0702
-	IR3_k97_147376	MAG90	296614	296733	+	MAG90_gene0706
nrdD	IR3_k97_305633	MAG90	1998	184	-	MAG90_gene0707
nrdG	IR3_k97_305633	MAG90	2503	2036	-	MAG90_gene0708
narH	IR3_k97_305633	MAG90	4033	2810	-	MAG90_gene0709
norB	IR3_k97_305633	MAG90	4469	6736	+	MAG90_gene0710
-	IR3_k97_305633	MAG90	8550	6892	-	MAG90_gene0711
ydaM	IR3_k97_305633	MAG90	9227	8571	-	MAG90_gene0712
-	IR3_k97_305633	MAG90	9396	9701	+	MAG90_gene0713
ppiC	IR3_k97_305633	MAG90	12390	11623	-	MAG90_gene0715
narI	IR3_k97_305633	MAG90	13188	12505	-	MAG90_gene0716
narJ	IR3_k97_305633	MAG90	13928	13191	-	MAG90_gene0717
narH	IR3_k97_305633	MAG90	15469	13934	-	MAG90_gene0718
narG	IR3_k97_305633	MAG90	19252	15533	-	MAG90_gene0719
narX	IR3_k97_305633	MAG90	19497	21335	+	MAG90_gene0720
acrA	IR3_k97_305633	MAG90	22411	21350	-	MAG90_gene0721
vexF	IR3_k97_305633	MAG90	25767	22408	-	MAG90_gene0722
-	IR3_k97_305633	MAG90	26002	25799	-	MAG90_gene0723
hlyU	IR3_k97_305633	MAG90	26518	26222	-	MAG90_gene0724
narK	IR3_k97_305633	MAG90	28271	26655	-	MAG90_gene0725
narL	IR3_k97_305633	MAG90	28597	29241	+	MAG90_gene0726
moeA	IR3_k97_305633	MAG90	29251	30468	+	MAG90_gene0727
mucR	IR3_k97_305633	MAG90	32275	30473	-	MAG90_gene0728
modC	IR3_k97_305633	MAG90	33677	32466	-	MAG90_gene0729
modB	IR3_k97_305633	MAG90	34366	33680	-	MAG90_gene0730
modA	IR3_k97_305633	MAG90	35127	34363	-	MAG90_gene0731
moaE	IR3_k97_305633	MAG90	35602	35132	-	MAG90_gene0732
moaD	IR3_k97_305633	MAG90	35895	35647	-	MAG90_gene0733
moaC	IR3_k97_305633	MAG90	36394	35897	-	MAG90_gene0734
moaB	IR3_k97_305633	MAG90	36959	36402	-	MAG90_gene0735
mobA	IR3_k97_305633	MAG90	37642	36956	-	MAG90_gene0736
moaA	IR3_k97_305633	MAG90	38616	37645	-	MAG90_gene0737
prtC	IR3_k97_305633	MAG90	38921	40282	+	MAG90_gene0738
fer	IR3_k97_305633	MAG90	40282	40470	+	MAG90_gene0739
fabD	IR3_k97_305633	MAG90	41598	40525	-	MAG90_gene0740
bkdA	IR3_k97_305633	MAG90	43916	41595	-	MAG90_gene0741
gcdH	IR3_k97_305633	MAG90	45112	43934	-	MAG90_gene0742
-	IR3_k97_305633	MAG90	47464	46205	-	MAG90_gene0744
-	IR3_k97_305633	MAG90	48675	47578	-	MAG90_gene0745
cpdB	IR3_k97_305633	MAG90	50954	48972	-	MAG90_gene0746
rlmJ	IR3_k97_305633	MAG90	51836	50970	-	MAG90_gene0747
-	IR3_k97_305633	MAG90	51946	53877	+	MAG90_gene0748
ampC	IR3_k97_305633	MAG90	53977	55611	+	MAG90_gene0749
fliA	IR3_k97_305633	MAG90	56409	55702	-	MAG90_gene0750
flhF	IR3_k97_305633	MAG90	59177	56988	-	MAG90_gene0752
flhA	IR3_k97_305633	MAG90	61261	59174	-	MAG90_gene0753
flhB	IR3_k97_305633	MAG90	62430	61258	-	MAG90_gene0754
motB	IR3_k97_305633	MAG90	63471	62548	-	MAG90_gene0755
motA	IR3_k97_305633	MAG90	64343	63477	-	MAG90_gene0756
flhC	IR3_k97_305633	MAG90	64990	64433	-	MAG90_gene0757
flhD	IR3_k97_305633	MAG90	65308	65006	-	MAG90_gene0758
flhB2	IR3_k97_305633	MAG90	65979	65692	-	MAG90_gene0759
-	IR3_k97_305633	MAG90	67015	65972	-	MAG90_gene0760
fliT	IR3_k97_305633	MAG90	67399	67043	-	MAG90_gene0761
fliS	IR3_k97_305633	MAG90	67809	67402	-	MAG90_gene0762
fliD	IR3_k97_305633	MAG90	69182	67827	-	MAG90_gene0763
-	IR3_k97_305633	MAG90	71396	69408	-	MAG90_gene0764
fliC	IR3_k97_305633	MAG90	71779	72876	+	MAG90_gene0765
-	IR3_k97_305633	MAG90	73459	72959	-	MAG90_gene0766
-	IR3_k97_305633	MAG90	75855	76241	+	MAG90_gene0771
sam	IR3_k97_305633	MAG90	76822	77736	+	MAG90_gene0773
flaG	IR3_k97_305633	MAG90	77928	78275	+	MAG90_gene0774
fliE	IR3_k97_305633	MAG90	78729	78394	-	MAG90_gene0775
fliF	IR3_k97_305633	MAG90	78935	80704	+	MAG90_gene0776
fliG	IR3_k97_305633	MAG90	80691	81716	+	MAG90_gene0777
fliH	IR3_k97_305633	MAG90	81709	82497	+	MAG90_gene0778
fliI	IR3_k97_305633	MAG90	82494	83888	+	MAG90_gene0779
fliJ	IR3_k97_305633	MAG90	83885	84355	+	MAG90_gene0780
fliK	IR3_k97_305633	MAG90	84359	85849	+	MAG90_gene0781
fliL	IR3_k97_305633	MAG90	85946	86446	+	MAG90_gene0782
fliM	IR3_k97_305633	MAG90	86464	87546	+	MAG90_gene0783
fliN	IR3_k97_305633	MAG90	87539	87940	+	MAG90_gene0784
fliO	IR3_k97_305633	MAG90	87963	88376	+	MAG90_gene0785
fliP	IR3_k97_305633	MAG90	88380	89126	+	MAG90_gene0786
fliQ	IR3_k97_305633	MAG90	89142	89411	+	MAG90_gene0787
fliR	IR3_k97_305633	MAG90	89449	90246	+	MAG90_gene0788
flgL	IR3_k97_305633	MAG90	91626	90415	-	MAG90_gene0789
flgK	IR3_k97_305633	MAG90	93244	91643	-	MAG90_gene0790
flgJ	IR3_k97_305633	MAG90	93645	93325	-	MAG90_gene0791
flgI	IR3_k97_305633	MAG90	94751	93645	-	MAG90_gene0792
flgH	IR3_k97_305633	MAG90	95437	94760	-	MAG90_gene0793
flgG	IR3_k97_305633	MAG90	96294	95512	-	MAG90_gene0794
flgF	IR3_k97_305633	MAG90	97062	96322	-	MAG90_gene0795
flgE	IR3_k97_305633	MAG90	98381	97149	-	MAG90_gene0796
flgD	IR3_k97_305633	MAG90	99123	98452	-	MAG90_gene0797
flgC	IR3_k97_305633	MAG90	99544	99128	-	MAG90_gene0798
flgB	IR3_k97_305633	MAG90	99969	99559	-	MAG90_gene0799
flgA	IR3_k97_305633	MAG90	100217	100951	+	MAG90_gene0800
flgM	IR3_k97_305633	MAG90	101106	101384	+	MAG90_gene0801
flgN	IR3_k97_305633	MAG90	101493	101960	+	MAG90_gene0802
-	IR3_k97_305633	MAG90	101971	102537	+	MAG90_gene0803
hutI	IR3_k97_305633	MAG90	103941	102598	-	MAG90_gene0804
-	IR3_k97_305633	MAG90	105075	104197	-	MAG90_gene0805
mnhA	IR3_k97_305633	MAG90	105306	107882	+	MAG90_gene0806
mnhB	IR3_k97_305633	MAG90	107879	108310	+	MAG90_gene0807
mnhC	IR3_k97_305633	MAG90	108323	108670	+	MAG90_gene0808
mnhD	IR3_k97_305633	MAG90	108667	110175	+	MAG90_gene0809
mnhE	IR3_k97_305633	MAG90	110172	110645	+	MAG90_gene0810
mnhF	IR3_k97_305633	MAG90	110661	110930	+	MAG90_gene0811
mnhG	IR3_k97_305633	MAG90	110923	111363	+	MAG90_gene0812
cysK	IR3_k97_305633	MAG90	112460	111477	-	MAG90_gene0813
cysE	IR3_k97_305633	MAG90	113329	112460	-	MAG90_gene0814
-	IR3_k97_305633	MAG90	113502	114797	+	MAG90_gene0815
-	IR3_k97_305633	MAG90	115373	114918	-	MAG90_gene0816
-	IR3_k97_305633	MAG90	115933	115400	-	MAG90_gene0817
-	IR3_k97_305633	MAG90	116864	118684	+	MAG90_gene0818
eamA	IR3_k97_305633	MAG90	119648	118752	-	MAG90_gene0819
engB	IR3_k97_305633	MAG90	120357	119704	-	MAG90_gene0820
tsdA	IR3_k97_305633	MAG90	120534	121169	+	MAG90_gene0821
polA	IR3_k97_305633	MAG90	124470	121567	-	MAG90_gene0822
-	IR3_k97_305633	MAG90	124968	125627	+	MAG90_gene0823
-	IR3_k97_305633	MAG90	128942	127011	-	MAG90_gene0825
aroE	IR3_k97_305633	MAG90	129769	128948	-	MAG90_gene0826
glbN	IR3_k97_305633	MAG90	129921	130187	+	MAG90_gene0827
hemF	IR3_k97_305633	MAG90	132063	131110	-	MAG90_gene0829
tsaC	IR3_k97_305633	MAG90	132638	132060	-	MAG90_gene0830
yrdD	IR3_k97_305633	MAG90	133270	132713	-	MAG90_gene0831
smg	IR3_k97_305633	MAG90	133789	133313	-	MAG90_gene0832
smf	IR3_k97_305633	MAG90	135021	133795	-	MAG90_gene0833
def	IR3_k97_305633	MAG90	135191	135706	+	MAG90_gene0834
fmt	IR3_k97_305633	MAG90	135731	136714	+	MAG90_gene0835
rsmB	IR3_k97_305633	MAG90	136737	138095	+	MAG90_gene0836
trkA	IR3_k97_305633	MAG90	138099	139481	+	MAG90_gene0837
trkH	IR3_k97_305633	MAG90	141069	139570	-	MAG90_gene0838
slt	IR3_k97_305633	MAG90	143257	141173	-	MAG90_gene0839
fadB	IR3_k97_305633	MAG90	143514	145655	+	MAG90_gene0840
fadA	IR3_k97_305633	MAG90	145673	146836	+	MAG90_gene0841
tusA	IR3_k97_305633	MAG90	147041	147283	+	MAG90_gene0842
rimI	IR3_k97_305633	MAG90	147879	147388	-	MAG90_gene0843
tag	IR3_k97_305633	MAG90	149800	149219	-	MAG90_gene0845
glyQ	IR3_k97_305633	MAG90	149901	150872	+	MAG90_gene0846
glyS	IR3_k97_305633	MAG90	150869	152941	+	MAG90_gene0847
gyrB	IR3_k97_305633	MAG90	156045	153628	-	MAG90_gene0849
recF	IR3_k97_305633	MAG90	157147	156059	-	MAG90_gene0850
dnaN	IR3_k97_305633	MAG90	158270	157170	-	MAG90_gene0851
dnaA	IR3_k97_305633	MAG90	159714	158314	-	MAG90_gene0852
rnpA	IR3_k97_305633	MAG90	160183	160557	+	MAG90_gene0853
-	IR3_k97_305633	MAG90	160509	160838	+	MAG90_gene0854
yidC	IR3_k97_305633	MAG90	160841	162517	+	MAG90_gene0855
-	IR3_k97_305633	MAG90	162669	163430	+	MAG90_gene0856
mnmE	IR3_k97_305633	MAG90	163405	164826	+	MAG90_gene0857
arsB	IR3_k97_305633	MAG90	164848	165948	+	MAG90_gene0858
arsJ	IR3_k97_305633	MAG90	167878	166682	-	MAG90_gene0860
gapdh	IR3_k97_305633	MAG90	168873	167872	-	MAG90_gene0861
arsR-arsC	IR3_k97_305633	MAG90	169535	168858	-	MAG90_gene0862
pldB	IR3_k97_305633	MAG90	169758	170633	+	MAG90_gene0863
-	IR3_k97_305633	MAG90	170755	171918	+	MAG90_gene0864
-	IR3_k97_305633	MAG90	174043	173192	-	MAG90_gene0868
-	IR3_k97_305633	MAG90	175537	174059	-	MAG90_gene0869
