name	contig	type	start	stop	strand	legend
dgcB	IR3_k97_2107	MAG57	1	912	+	MAG57_gene0526
hdrD	IR3_k97_2107	MAG57	1328	2116	+	MAG57_gene0528
ampH	IR3_k97_2107	MAG57	3934	2876	-	MAG57_gene0530
-	IR3_k97_2107	MAG57	5110	3962	-	MAG57_gene0531
-	IR3_k97_2107	MAG57	5914	5120	-	MAG57_gene0532
ppa	IR3_k97_2107	MAG57	6762	6073	-	MAG57_gene0533
-	IR3_k97_2107	MAG57	9085	6947	-	MAG57_gene0534
engB	IR3_k97_36441	MAG57	309	1	-	MAG57_gene0537
mhpC	IR3_k97_36441	MAG57	1079	306	-	MAG57_gene0538
mraZ	IR3_k97_36441	MAG57	1367	1840	+	MAG57_gene0539
mraW	IR3_k97_36441	MAG57	1827	2723	+	MAG57_gene0540
ftsI	IR3_k97_36441	MAG57	3126	5240	+	MAG57_gene0542
murE	IR3_k97_36441	MAG57	5240	6703	+	MAG57_gene0543
mraY	IR3_k97_36441	MAG57	6703	7956	+	MAG57_gene0544
murD	IR3_k97_36441	MAG57	8065	9435	+	MAG57_gene0545
smf	IR3_k97_201503	MAG57	1788	685	-	MAG57_gene0548
kdsB	IR3_k97_201503	MAG57	1835	2566	+	MAG57_gene0549
-	IR3_k97_201503	MAG57	2631	3668	+	MAG57_gene0550
serA	IR3_k97_201503	MAG57	5933	4992	-	MAG57_gene0552
mgtE	IR3_k97_201503	MAG57	7289	5937	-	MAG57_gene0553
ksgA	IR3_k97_201503	MAG57	8192	7341	-	MAG57_gene0554
-	IR3_k97_259477	MAG57	2	361	+	MAG57_gene0556
panE	IR3_k97_259477	MAG57	361	2205	+	MAG57_gene0557
atoB	IR3_k97_259477	MAG57	2217	3476	+	MAG57_gene0558
had	IR3_k97_259477	MAG57	3579	4622	+	MAG57_gene0559
oah	IR3_k97_259477	MAG57	4745	5845	+	MAG57_gene0560
dch	IR3_k97_259477	MAG57	5930	6703	+	MAG57_gene0561
-	IR3_k97_259477	MAG57	6806	8821	+	MAG57_gene0562
korA	IR3_k97_259477	MAG57	9036	9491	+	MAG57_gene0563
nqrF	IR3_k97_11905	MAG57	2600	1293	-	MAG57_gene0566
nqrE	IR3_k97_11905	MAG57	3236	2622	-	MAG57_gene0567
nqrD	IR3_k97_11905	MAG57	3926	3261	-	MAG57_gene0568
nqrC	IR3_k97_11905	MAG57	5284	3932	-	MAG57_gene0569
nqrB	IR3_k97_11905	MAG57	6442	5288	-	MAG57_gene0570
nqrA	IR3_k97_11905	MAG57	7824	6472	-	MAG57_gene0571
-	IR3_k97_144960	MAG57	2021	165	-	MAG57_gene0574
serS	IR3_k97_144960	MAG57	3847	2576	-	MAG57_gene0576
rpmA	IR3_k97_144960	MAG57	4227	3964	-	MAG57_gene0577
rplU	IR3_k97_144960	MAG57	4719	4270	-	MAG57_gene0578
fepA	IR3_k97_144960	MAG57	7143	4798	-	MAG57_gene0579
-	IR3_k97_144960	MAG57	7923	7237	-	MAG57_gene0580
tamB	IR3_k97_144960	MAG57	9451	7880	-	MAG57_gene0581
-	IR3_k97_137181	MAG57	2315	603	-	MAG57_gene0583
pdhD	IR3_k97_137181	MAG57	2512	3900	+	MAG57_gene0584
asnB	IR3_k97_137181	MAG57	4706	6637	+	MAG57_gene0586
wekW	IR3_k97_137181	MAG57	6705	7910	+	MAG57_gene0587
gfcE	IR3_k97_137181	MAG57	7963	8730	+	MAG57_gene0588
etk-wzc	IR3_k97_137181	MAG57	8738	9409	+	MAG57_gene0589
-	IR3_k97_102013	MAG57	764	3	-	MAG57_gene0590
speG	IR3_k97_102013	MAG57	1380	883	-	MAG57_gene0591
dapF	IR3_k97_102013	MAG57	2707	1928	-	MAG57_gene0593
yaeJ	IR3_k97_102013	MAG57	3132	2731	-	MAG57_gene0594
ndk	IR3_k97_102013	MAG57	3350	3772	+	MAG57_gene0595
-	IR3_k97_102013	MAG57	4621	6747	+	MAG57_gene0597
rlmI	IR3_k97_102013	MAG57	6778	7971	+	MAG57_gene0598
-	IR3_k97_102013	MAG57	8036	9121	+	MAG57_gene0599
lolC_E	IR3_k97_102013	MAG57	9121	9336	+	MAG57_gene0600
atoB	IR3_k97_97615	MAG57	110	1288	+	MAG57_gene0601
ykfC	IR3_k97_97615	MAG57	1446	2159	+	MAG57_gene0602
-	IR3_k97_97615	MAG57	2936	2154	-	MAG57_gene0603
kbl	IR3_k97_97615	MAG57	4411	3164	-	MAG57_gene0604
btuC	IR3_k97_97615	MAG57	4552	5598	+	MAG57_gene0605
btuD	IR3_k97_97615	MAG57	5598	6362	+	MAG57_gene0606
-	IR3_k97_97615	MAG57	7325	6720	-	MAG57_gene0608
-	IR3_k97_97615	MAG57	8255	8755	+	MAG57_gene0610
prlC	IR3_k97_97615	MAG57	8801	9250	+	MAG57_gene0611
-	IR3_k97_2454	MAG57	317	1135	+	MAG57_gene0612
-	IR3_k97_2454	MAG57	2833	1259	-	MAG57_gene0613
purA	IR3_k97_2454	MAG57	4172	2886	-	MAG57_gene0614
rsbV	IR3_k97_2454	MAG57	4521	4162	-	MAG57_gene0615
furB	IR3_k97_2454	MAG57	4966	4523	-	MAG57_gene0616
spoT	IR3_k97_2454	MAG57	7241	5043	-	MAG57_gene0617
pcaF	IR3_k97_2454	MAG57	8898	7690	-	MAG57_gene0619
-	IR3_k97_233720	MAG57	1274	294	-	MAG57_gene0621
ntrY	IR3_k97_233720	MAG57	1831	5448	+	MAG57_gene0623
-	IR3_k97_233720	MAG57	5526	6713	+	MAG57_gene0624
-	IR3_k97_233720	MAG57	8764	6776	-	MAG57_gene0625
bapA	IR3_k97_17054	MAG57	3	404	+	MAG57_gene0626
bcrC	IR3_k97_17054	MAG57	602	1129	+	MAG57_gene0627
crcB	IR3_k97_17054	MAG57	1126	1494	+	MAG57_gene0628
phnA	IR3_k97_17054	MAG57	1491	3119	+	MAG57_gene0629
gyrB	IR3_k97_17054	MAG57	3856	5802	+	MAG57_gene0631
mepM	IR3_k97_17054	MAG57	6873	8126	+	MAG57_gene0633
aroA	IR3_k97_17054	MAG57	8654	8328	-	MAG57_gene0634
iscR	IR3_k97_25393	MAG57	380	3	-	MAG57_gene0636
ytfE	IR3_k97_25393	MAG57	514	1266	+	MAG57_gene0637
ytfE	IR3_k97_25393	MAG57	2636	1896	-	MAG57_gene0639
glbN	IR3_k97_25393	MAG57	3058	2669	-	MAG57_gene0640
-	IR3_k97_25393	MAG57	4651	6333	+	MAG57_gene0645
-	IR3_k97_25393	MAG57	6337	6756	+	MAG57_gene0646
hupB	IR3_k97_25393	MAG57	6929	7201	+	MAG57_gene0647
trmH	IR3_k97_25393	MAG57	7303	7974	+	MAG57_gene0648
deaD	IR3_k97_25393	MAG57	8710	8033	-	MAG57_gene0649
sadA	IR3_k97_69870	MAG57	2	2152	+	MAG57_gene0650
bapA	IR3_k97_69870	MAG57	2784	3953	+	MAG57_gene0652
ina	IR3_k97_69870	MAG57	3964	4713	+	MAG57_gene0653
pal	IR3_k97_69870	MAG57	5655	7961	+	MAG57_gene0655
tfoS	IR3_k97_69870	MAG57	7964	8497	+	MAG57_gene0656
amiABC	IR3_k97_159252	MAG57	322	2	-	MAG57_gene0657
lptD	IR3_k97_159252	MAG57	452	2995	+	MAG57_gene0658
-	IR3_k97_159252	MAG57	2998	3204	+	MAG57_gene0659
-	IR3_k97_159252	MAG57	4068	3577	-	MAG57_gene0661
mnmC	IR3_k97_159252	MAG57	4753	4079	-	MAG57_gene0662
-	IR3_k97_159252	MAG57	4808	5422	+	MAG57_gene0663
-	IR3_k97_159252	MAG57	6123	5419	-	MAG57_gene0664
djlA	IR3_k97_159252	MAG57	7217	6480	-	MAG57_gene0666
rpoD	IR3_k97_159252	MAG57	7932	8492	+	MAG57_gene0668
pspC	IR3_k97_22339	MAG57	1448	3	-	MAG57_gene0669
-	IR3_k97_22339	MAG57	1844	1521	-	MAG57_gene0670
sanA	IR3_k97_22339	MAG57	2617	1958	-	MAG57_gene0671
ubiA	IR3_k97_22339	MAG57	3474	2620	-	MAG57_gene0672
rimL	IR3_k97_22339	MAG57	4022	3471	-	MAG57_gene0673
ettA	IR3_k97_22339	MAG57	4149	5831	+	MAG57_gene0674
sadA	IR3_k97_22339	MAG57	6029	8425	+	MAG57_gene0675
nreB	IR3_k97_140799	MAG57	1	1293	+	MAG57_gene0676
-	IR3_k97_140799	MAG57	1793	1332	-	MAG57_gene0677
cynT	IR3_k97_140799	MAG57	2729	1959	-	MAG57_gene0678
mdlB	IR3_k97_140799	MAG57	6165	4396	-	MAG57_gene0680
truA	IR3_k97_140799	MAG57	6898	6158	-	MAG57_gene0681
pcm	IR3_k97_140799	MAG57	7689	7039	-	MAG57_gene0682
mviM	IR3_k97_140799	MAG57	7844	8395	+	MAG57_gene0683
tamA	IR3_k97_290606	MAG57	572	3	-	MAG57_gene0684
-	IR3_k97_290606	MAG57	1369	686	-	MAG57_gene0685
yhfA	IR3_k97_290606	MAG57	2403	1996	-	MAG57_gene0688
lipA	IR3_k97_290606	MAG57	3241	4122	+	MAG57_gene0690
-	IR3_k97_290606	MAG57	4159	4851	+	MAG57_gene0691
psd	IR3_k97_290606	MAG57	5889	5233	-	MAG57_gene0693
cdsA	IR3_k97_290606	MAG57	6742	5924	-	MAG57_gene0694
ftsH	IR3_k97_290606	MAG57	8304	6955	-	MAG57_gene0696
lctB	IR3_k97_76200	MAG57	1	1674	+	MAG57_gene0697
nhaP	IR3_k97_76200	MAG57	4581	1675	-	MAG57_gene0698
-	IR3_k97_76200	MAG57	5086	4772	-	MAG57_gene0699
cpt	IR3_k97_76200	MAG57	7529	5097	-	MAG57_gene0700
liaR	IR3_k97_76200	MAG57	8281	8018	-	MAG57_gene0702
bapA	IR3_k97_122373	MAG57	1	2367	+	MAG57_gene0703
gltA	IR3_k97_122373	MAG57	2550	3836	+	MAG57_gene0704
-	IR3_k97_122373	MAG57	3946	4911	+	MAG57_gene0705
-	IR3_k97_122373	MAG57	5366	6676	+	MAG57_gene0707
ntrX	IR3_k97_122373	MAG57	6749	7921	+	MAG57_gene0708
-	IR3_k97_162952	MAG57	229	2	-	MAG57_gene0710
qrcC	IR3_k97_162952	MAG57	3396	256	-	MAG57_gene0711
qrcA	IR3_k97_162952	MAG57	5056	3428	-	MAG57_gene0712
-	IR3_k97_162952	MAG57	6574	5768	-	MAG57_gene0714
-	IR3_k97_162952	MAG57	7670	6576	-	MAG57_gene0715
-	IR3_k97_162952	MAG57	8138	7683	-	MAG57_gene0716
-	IR3_k97_163978	MAG57	2	238	+	MAG57_gene0717
nreA	IR3_k97_163978	MAG57	1285	245	-	MAG57_gene0718
lexA	IR3_k97_163978	MAG57	1369	2163	+	MAG57_gene0719
parE	IR3_k97_163978	MAG57	2268	4124	+	MAG57_gene0720
parC	IR3_k97_163978	MAG57	4142	6886	+	MAG57_gene0721
-	IR3_k97_163978	MAG57	6886	7512	+	MAG57_gene0722
mrcA	IR3_k97_163978	MAG57	7533	7961	+	MAG57_gene0723
-	IR3_k97_29002	MAG57	2773	1019	-	MAG57_gene0726
rfbA	IR3_k97_29002	MAG57	3797	2796	-	MAG57_gene0727
dut	IR3_k97_29002	MAG57	4386	3952	-	MAG57_gene0728
-	IR3_k97_29002	MAG57	5957	4467	-	MAG57_gene0729
crt	IR3_k97_29002	MAG57	6811	6035	-	MAG57_gene0730
bapA	IR3_k97_28501	MAG57	3014	3	-	MAG57_gene0732
-	IR3_k97_28501	MAG57	3785	3132	-	MAG57_gene0733
hutH	IR3_k97_28501	MAG57	5298	3775	-	MAG57_gene0734
hisS	IR3_k97_28501	MAG57	6824	5424	-	MAG57_gene0735
-	IR3_k97_28501	MAG57	6900	7475	+	MAG57_gene0736
narG	IR3_k97_70201	MAG57	22	3663	+	MAG57_gene0738
narH	IR3_k97_70201	MAG57	3748	5241	+	MAG57_gene0739
narJ	IR3_k97_70201	MAG57	5319	6044	+	MAG57_gene0740
narI	IR3_k97_70201	MAG57	6062	6811	+	MAG57_gene0741
-	IR3_k97_70201	MAG57	7816	6977	-	MAG57_gene0742
yfiQ	IR3_k97_167022	MAG57	103	2	-	MAG57_gene0743
-	IR3_k97_167022	MAG57	1493	114	-	MAG57_gene0744
-	IR3_k97_167022	MAG57	1760	2200	+	MAG57_gene0745
bapA	IR3_k97_167022	MAG57	2449	4920	+	MAG57_gene0746
-	IR3_k97_167022	MAG57	7719	5179	-	MAG57_gene0747
sadA	IR3_k97_154906	MAG57	141	2390	+	MAG57_gene0748
sadA	IR3_k97_154906	MAG57	2477	3874	+	MAG57_gene0749
sadA	IR3_k97_154906	MAG57	3988	6444	+	MAG57_gene0750
sadA	IR3_k97_154906	MAG57	6629	7729	+	MAG57_gene0751
-	IR3_k97_19289	MAG57	2352	193	-	MAG57_gene0753
bapA	IR3_k97_19289	MAG57	7682	3696	-	MAG57_gene0755
-	IR3_k97_142304	MAG57	3	167	+	MAG57_gene0756
secA	IR3_k97_142304	MAG57	3684	337	-	MAG57_gene0757
ctaB	IR3_k97_142304	MAG57	3886	4776	+	MAG57_gene0758
-	IR3_k97_142304	MAG57	4776	5294	+	MAG57_gene0759
oppA	IR3_k97_142304	MAG57	7796	6321	-	MAG57_gene0761
-	IR3_k97_146115	MAG57	1	273	+	MAG57_gene0762
coaD	IR3_k97_146115	MAG57	1267	1728	+	MAG57_gene0764
ccdA	IR3_k97_146115	MAG57	1685	3202	+	MAG57_gene0765
mutT1	IR3_k97_146115	MAG57	3896	3276	-	MAG57_gene0766
pyrE	IR3_k97_146115	MAG57	3904	4548	+	MAG57_gene0767
birA	IR3_k97_146115	MAG57	6511	5753	-	MAG57_gene0770
ybeB	IR3_k97_146115	MAG57	6657	7025	+	MAG57_gene0771
-	IR3_k97_146115	MAG57	7057	7740	+	MAG57_gene0772
-	IR3_k97_275043	MAG57	1109	3	-	MAG57_gene0773
bapA	IR3_k97_275043	MAG57	2701	1172	-	MAG57_gene0774
ina	IR3_k97_275043	MAG57	7721	5931	-	MAG57_gene0777
argK	IR3_k97_179747	MAG57	1364	348	-	MAG57_gene0779
-	IR3_k97_179747	MAG57	1741	2442	+	MAG57_gene0780
-	IR3_k97_179747	MAG57	2435	3664	+	MAG57_gene0781
-	IR3_k97_179747	MAG57	3664	4923	+	MAG57_gene0782
-	IR3_k97_179747	MAG57	5022	6152	+	MAG57_gene0783
tolC	IR3_k97_179747	MAG57	6154	7479	+	MAG57_gene0784
-	IR3_k97_124249	MAG57	1797	1066	-	MAG57_gene0787
-	IR3_k97_124249	MAG57	1966	4251	+	MAG57_gene0789
recO	IR3_k97_124249	MAG57	4251	4976	+	MAG57_gene0790
bapA	IR3_k97_124249	MAG57	5108	7630	+	MAG57_gene0791
waaE	IR3_k97_275815	MAG57	3	383	+	MAG57_gene0792
waaQ	IR3_k97_275815	MAG57	380	1393	+	MAG57_gene0793
-	IR3_k97_275815	MAG57	1466	4813	+	MAG57_gene0794
rsbW	IR3_k97_275815	MAG57	4813	5217	+	MAG57_gene0795
ybeY	IR3_k97_275815	MAG57	5237	5656	+	MAG57_gene0796
gidA	IR3_k97_275815	MAG57	5779	7587	+	MAG57_gene0797
-	IR3_k97_99401	MAG57	2	2356	+	MAG57_gene0798
fic	IR3_k97_99401	MAG57	3549	2395	-	MAG57_gene0799
addB	IR3_k97_99401	MAG57	6486	3709	-	MAG57_gene0800
-	IR3_k97_99401	MAG57	7332	6625	-	MAG57_gene0801
phoR	IR3_k97_99401	MAG57	7521	7336	-	MAG57_gene0802
nirS	IR3_k97_52387	MAG57	749	3	-	MAG57_gene0803
norD	IR3_k97_52387	MAG57	2899	1136	-	MAG57_gene0804
cynT	IR3_k97_52387	MAG57	3550	2903	-	MAG57_gene0805
norQ	IR3_k97_52387	MAG57	4512	3739	-	MAG57_gene0806
norB	IR3_k97_52387	MAG57	5919	4585	-	MAG57_gene0807
norC	IR3_k97_52387	MAG57	6388	5945	-	MAG57_gene0808
flp	IR3_k97_52387	MAG57	7246	6539	-	MAG57_gene0809
iscR	IR3_k97_52387	MAG57	7501	7250	-	MAG57_gene0810
-	IR3_k97_78538	MAG57	915	1	-	MAG57_gene0811
tolC	IR3_k97_78538	MAG57	2970	1525	-	MAG57_gene0812
-	IR3_k97_78538	MAG57	4371	3025	-	MAG57_gene0813
-	IR3_k97_78538	MAG57	5578	4346	-	MAG57_gene0814
-	IR3_k97_78538	MAG57	6258	5581	-	MAG57_gene0815
-	IR3_k97_78538	MAG57	7430	6969	-	MAG57_gene0817
purE	IR3_k97_84101	MAG57	97	2	-	MAG57_gene0818
hprT	IR3_k97_84101	MAG57	179	715	+	MAG57_gene0819
adk	IR3_k97_84101	MAG57	735	1307	+	MAG57_gene0820
obgE	IR3_k97_84101	MAG57	1329	2324	+	MAG57_gene0821
tex	IR3_k97_84101	MAG57	4438	2321	-	MAG57_gene0822
-	IR3_k97_84101	MAG57	6884	4485	-	MAG57_gene0823
crtI	IR3_k97_244535	MAG57	184	1671	+	MAG57_gene0826
crtB	IR3_k97_244535	MAG57	1655	2494	+	MAG57_gene0827
idi	IR3_k97_244535	MAG57	2500	3039	+	MAG57_gene0828
crtZ	IR3_k97_244535	MAG57	3041	3481	+	MAG57_gene0829
crtY	IR3_k97_244535	MAG57	3556	4191	+	MAG57_gene0830
-	IR3_k97_244535	MAG57	5475	5128	-	MAG57_gene0832
fepA	IR3_k97_244535	MAG57	6643	7389	+	MAG57_gene0834
fadN	IR3_k97_36296	MAG57	1	1326	+	MAG57_gene0835
fadA	IR3_k97_36296	MAG57	1512	2690	+	MAG57_gene0836
bcd	IR3_k97_36296	MAG57	2744	4531	+	MAG57_gene0837
bapA	IR3_k97_36296	MAG57	4622	7384	+	MAG57_gene0838
pgk	IR3_k97_120200	MAG57	2186	996	-	MAG57_gene0840
holB	IR3_k97_120200	MAG57	2268	3416	+	MAG57_gene0841
-	IR3_k97_120200	MAG57	3535	4833	+	MAG57_gene0842
-	IR3_k97_120200	MAG57	4836	5336	+	MAG57_gene0843
mrcA	IR3_k97_120200	MAG57	5336	7360	+	MAG57_gene0844
ynaI	IR3_k97_73049	MAG57	1	1614	+	MAG57_gene0845
mscS	IR3_k97_73049	MAG57	1601	2485	+	MAG57_gene0846
-	IR3_k97_73049	MAG57	2542	4155	+	MAG57_gene0847
pyrC	IR3_k97_73049	MAG57	5498	4152	-	MAG57_gene0848
sadA	IR3_k97_73049	MAG57	5645	7348	+	MAG57_gene0849
rnk	IR3_k97_274465	MAG57	1465	1845	+	MAG57_gene0851
lysA	IR3_k97_274465	MAG57	3236	2088	-	MAG57_gene0852
lysC	IR3_k97_274465	MAG57	4546	3236	-	MAG57_gene0853
gldF	IR3_k97_274465	MAG57	4969	5700	+	MAG57_gene0854
gldG	IR3_k97_274465	MAG57	5694	7340	+	MAG57_gene0855
thiO	IR3_k97_213157	MAG57	1739	684	-	MAG57_gene0858
yfbK	IR3_k97_213157	MAG57	2327	4285	+	MAG57_gene0860
msrC	IR3_k97_213157	MAG57	4558	5043	+	MAG57_gene0861
-	IR3_k97_213157	MAG57	5152	6645	+	MAG57_gene0862
pepA	IR3_k97_71054	MAG57	1418	12	-	MAG57_gene0864
mqnC	IR3_k97_71054	MAG57	1491	2615	+	MAG57_gene0865
bapA	IR3_k97_71054	MAG57	2655	5246	+	MAG57_gene0866
ribE	IR3_k97_71054	MAG57	5248	5835	+	MAG57_gene0867
ydfG	IR3_k97_71054	MAG57	7195	6434	-	MAG57_gene0868
-	IR3_k97_165770	MAG57	418	2	-	MAG57_gene0869
-	IR3_k97_165770	MAG57	1216	419	-	MAG57_gene0870
-	IR3_k97_165770	MAG57	2348	1323	-	MAG57_gene0871
rpmH	IR3_k97_165770	MAG57	2559	2717	+	MAG57_gene0872
carB	IR3_k97_165770	MAG57	2864	5680	+	MAG57_gene0873
rluD	IR3_k97_165770	MAG57	7047	6100	-	MAG57_gene0875
mutL	IR3_k97_165770	MAG57	7064	7288	+	MAG57_gene0876
-	IR3_k97_75694	MAG57	2	3241	+	MAG57_gene0877
sdhB	IR3_k97_75694	MAG57	4063	3311	-	MAG57_gene0878
sdhA	IR3_k97_75694	MAG57	6541	4526	-	MAG57_gene0880
sdhC	IR3_k97_75694	MAG57	7111	6554	-	MAG57_gene0881
hslR	IR3_k97_325169	MAG57	3	200	+	MAG57_gene0882
-	IR3_k97_325169	MAG57	1511	213	-	MAG57_gene0883
rpoE	IR3_k97_325169	MAG57	2034	1504	-	MAG57_gene0884
-	IR3_k97_325169	MAG57	2170	2790	+	MAG57_gene0885
-	IR3_k97_325169	MAG57	3811	2801	-	MAG57_gene0886
-	IR3_k97_325169	MAG57	5046	3811	-	MAG57_gene0887
truC	IR3_k97_325169	MAG57	5103	5795	+	MAG57_gene0888
-	IR3_k97_325169	MAG57	7116	5851	-	MAG57_gene0889
uspA	IR3_k97_34751	MAG57	427	2	-	MAG57_gene0891
-	IR3_k97_34751	MAG57	2168	975	-	MAG57_gene0894
-	IR3_k97_34751	MAG57	2195	3001	+	MAG57_gene0895
aroK	IR3_k97_34751	MAG57	3117	3602	+	MAG57_gene0896
-	IR3_k97_34751	MAG57	4421	3582	-	MAG57_gene0897
udp	IR3_k97_34751	MAG57	5353	4481	-	MAG57_gene0898
uspA	IR3_k97_34751	MAG57	5396	6253	+	MAG57_gene0899
radA	IR3_k97_68162	MAG57	3020	1647	-	MAG57_gene0903
ddpD	IR3_k97_68162	MAG57	5748	3940	-	MAG57_gene0905
-	IR3_k97_68162	MAG57	7095	6379	-	MAG57_gene0907
-	IR3_k97_239243	MAG57	1093	2	-	MAG57_gene0908
mepM	IR3_k97_239243	MAG57	2005	1097	-	MAG57_gene0909
-	IR3_k97_239243	MAG57	2128	4701	+	MAG57_gene0910
-	IR3_k97_239243	MAG57	4767	5168	+	MAG57_gene0911
atpI	IR3_k97_239243	MAG57	5128	5370	+	MAG57_gene0912
atpB	IR3_k97_239243	MAG57	5919	6767	+	MAG57_gene0914
atpB	IR3_k97_239243	MAG57	6719	7036	+	MAG57_gene0915
-	IR3_k97_148396	MAG57	558	992	+	MAG57_gene0918
-	IR3_k97_148396	MAG57	1094	1858	+	MAG57_gene0919
trxA	IR3_k97_148396	MAG57	2241	1924	-	MAG57_gene0920
dnaE	IR3_k97_148396	MAG57	6604	2324	-	MAG57_gene0921
glyA	IR3_k97_293559	MAG57	230	1522	+	MAG57_gene0924
fahA	IR3_k97_293559	MAG57	1573	2829	+	MAG57_gene0925
nprE	IR3_k97_293559	MAG57	5268	7091	+	MAG57_gene0928
-	IR3_k97_274703	MAG57	1172	2317	+	MAG57_gene0930
fecA	IR3_k97_274703	MAG57	2344	4791	+	MAG57_gene0931
slyD	IR3_k97_274703	MAG57	5800	5297	-	MAG57_gene0932
-	IR3_k97_274703	MAG57	5887	6723	+	MAG57_gene0933
dps	IR3_k97_161163	MAG57	105	572	+	MAG57_gene0935
-	IR3_k97_161163	MAG57	740	1309	+	MAG57_gene0936
-	IR3_k97_161163	MAG57	1326	1763	+	MAG57_gene0937
-	IR3_k97_161163	MAG57	1765	2070	+	MAG57_gene0938
-	IR3_k97_161163	MAG57	2083	2967	+	MAG57_gene0939
yhfA	IR3_k97_161163	MAG57	2973	3371	+	MAG57_gene0940
katE	IR3_k97_161163	MAG57	3386	4849	+	MAG57_gene0941
utp	IR3_k97_161163	MAG57	4876	5706	+	MAG57_gene0942
-	IR3_k97_161163	MAG57	7049	5709	-	MAG57_gene0943
rfbD	IR3_k97_293511	MAG57	3	791	+	MAG57_gene0944
eamA	IR3_k97_293511	MAG57	1837	914	-	MAG57_gene0945
pabB	IR3_k97_293511	MAG57	2256	3506	+	MAG57_gene0946
tilS	IR3_k97_293511	MAG57	3657	4973	+	MAG57_gene0947
-	IR3_k97_293511	MAG57	4967	5749	+	MAG57_gene0948
-	IR3_k97_293511	MAG57	5857	7026	+	MAG57_gene0949
bamA	IR3_k97_135100	MAG57	303	1	-	MAG57_gene0950
uppS	IR3_k97_135100	MAG57	1050	307	-	MAG57_gene0951
ppnK	IR3_k97_135100	MAG57	3758	2883	-	MAG57_gene0954
-	IR3_k97_135100	MAG57	5204	3798	-	MAG57_gene0955
acuB	IR3_k97_135100	MAG57	5876	5214	-	MAG57_gene0956
pdxJ	IR3_k97_135100	MAG57	5902	6660	+	MAG57_gene0957
punA	IR3_k97_270444	MAG57	3	803	+	MAG57_gene0960
dusB	IR3_k97_270444	MAG57	1835	858	-	MAG57_gene0961
-	IR3_k97_270444	MAG57	1965	2885	+	MAG57_gene0962
tatA	IR3_k97_270444	MAG57	3184	3381	+	MAG57_gene0964
mltD	IR3_k97_270444	MAG57	3498	5012	+	MAG57_gene0965
-	IR3_k97_270444	MAG57	6962	6000	-	MAG57_gene0967
feoA	IR3_k97_207585	MAG57	148	375	+	MAG57_gene0968
feoB	IR3_k97_207585	MAG57	444	2315	+	MAG57_gene0969
sprT	IR3_k97_207585	MAG57	2321	2923	+	MAG57_gene0970
aspB	IR3_k97_207585	MAG57	2950	4281	+	MAG57_gene0971
manC	IR3_k97_207585	MAG57	4315	5376	+	MAG57_gene0972
tatC	IR3_k97_207585	MAG57	5482	6291	+	MAG57_gene0973
lptB	IR3_k97_207585	MAG57	6385	6957	+	MAG57_gene0974
rayT	IR3_k97_141494	MAG57	175	2	-	MAG57_gene0975
hsdM	IR3_k97_141494	MAG57	1842	262	-	MAG57_gene0976
mnmE	IR3_k97_141494	MAG57	3854	2463	-	MAG57_gene0978
-	IR3_k97_141494	MAG57	4870	4160	-	MAG57_gene0979
cafA	IR3_k97_141494	MAG57	6442	4880	-	MAG57_gene0980
hupB	IR3_k97_141494	MAG57	6929	6705	-	MAG57_gene0981
-	IR3_k97_68515	MAG57	3154	1370	-	MAG57_gene0984
-	IR3_k97_68515	MAG57	3282	4193	+	MAG57_gene0985
-	IR3_k97_68515	MAG57	4600	6918	+	MAG57_gene0987
-	IR3_k97_214357	MAG57	3	380	+	MAG57_gene0988
pslA	IR3_k97_214357	MAG57	1271	2689	+	MAG57_gene0990
-	IR3_k97_214357	MAG57	2695	3639	+	MAG57_gene0991
mtaB	IR3_k97_214357	MAG57	4119	5465	+	MAG57_gene0993
umpA	IR3_k97_214357	MAG57	5467	6618	+	MAG57_gene0994
bapA	IR3_k97_62669	MAG57	758	3931	+	MAG57_gene0996
-	IR3_k97_62669	MAG57	4066	4407	+	MAG57_gene0997
hipB	IR3_k97_62669	MAG57	4404	4691	+	MAG57_gene0998
galE	IR3_k97_62669	MAG57	4757	5785	+	MAG57_gene0999
bapA	IR3_k97_62669	MAG57	6867	6073	-	MAG57_gene1001
bapA	IR3_k97_95718	MAG57	1212	6839	+	MAG57_gene1011
exbB	IR3_k97_181083	MAG57	1	699	+	MAG57_gene1012
acnA	IR3_k97_181083	MAG57	3055	782	-	MAG57_gene1013
aspS	IR3_k97_181083	MAG57	4486	6231	+	MAG57_gene1015
-	IR3_k97_242845	MAG57	1	1341	+	MAG57_gene1017
-	IR3_k97_242845	MAG57	1376	2020	+	MAG57_gene1018
nusB	IR3_k97_242845	MAG57	2970	2017	-	MAG57_gene1019
-	IR3_k97_242845	MAG57	4154	3057	-	MAG57_gene1020
mdlA	IR3_k97_242845	MAG57	4324	6120	+	MAG57_gene1021
rplS	IR3_k97_242845	MAG57	6159	6569	+	MAG57_gene1022
dnaB	IR3_k97_210645	MAG57	3626	2058	-	MAG57_gene1026
accA	IR3_k97_210645	MAG57	6085	5129	-	MAG57_gene1028
ispE	IR3_k97_210645	MAG57	6197	6724	+	MAG57_gene1029
sucC	IR3_k97_34039	MAG57	1	618	+	MAG57_gene1030
-	IR3_k97_34039	MAG57	2143	797	-	MAG57_gene1031
ffh	IR3_k97_34039	MAG57	2344	3675	+	MAG57_gene1032
